,DE,UK,NO
105,0.045020942057620306,0.645135022475434,0.12558853252317037
106,0.026032223150742717,0.457092322463842,0.18013836030797048
107,0.01498947151480412,0.4448410682301469,0.14264724106472604
108,0.36625817828679763,0.29317222638739315,0.1902530094855459
109,0.2670266808676315,0.1849991229328709,0.09778485543476567
110,0.16293854832037302,0.11361957294683933,0.0489394349852591
111,0.3131265278690408,0.0686403825114289,0.05029728966038627
112,0.2357612620009285,0.04105927436333834,0.045180176956834406
113,0.1426732640239492,0.29326263787679363,0.07529541157970743
114,0.15160201032863974,0.1850692048596202,0.05996461052612234
115,0.08983037951060213,0.4434666871256656,0.33955189789302254
116,0.17162390406470318,0.3982518512021327,0.42785450115450663
117,0.10219078682640481,0.2588054989015739,0.3050353623300319
118,0.059850327442155904,0.16758718257412286,0.21042470037216754
119,0.23696885821994906,0.4075101654819431,0.2888098230793942
120,0.1858682553420533,0.28280197343124425,0.1531683410528778
121,0.11106722828392557,0.1780083819181909,0.07790259983665526
122,0.06518718777822996,0.1091724299260477,0.03879528972385238
123,0.34521025145206463,0.06590734156573297,0.01911969357187171
124,0.2153021195304865,0.039414079657123735,0.04284902234911725
125,0.1296256684832121,0.03838935674094324,0.09046044850856039
126,0.1335514646700785,0.022825504941915264,0.04521505786350133
127,0.07881187874246431,0.013528030711893235,0.12849405583071005
128,0.045923756902446655,0.008002648649570343,0.23666665122056363
129,0.026564703361162456,0.004728926671449529,0.2805601676143974
130,0.01530208699009572,0.0027927082119920676,0.3339306144565072
131,0.008793484771725035,0.0016487093503451122,0.6019824937159548
132,0.005046499539874794,0.0009731739075098389,0.36222213251422963
133,0.0028940118648135282,0.3332745099726815,0.22507541368865536
134,0.0016589850782621207,0.41829022670902427,0.6363872994125828
135,0.0009508333607688435,0.2736762423359812,0.5007727602158534
136,0.1516992418014348,0.5776625422774194,0.33158701985685746
137,0.14334004141554668,0.6030747841507719,0.2509589275722752
138,0.08484839670611621,0.4532669778026831,0.203380427158649
139,0.1837031772343718,0.2998646699538299,0.33285511157085024
140,0.1098350775544914,0.1898107673425723,0.17942540317459277
141,0.43523202170993713,0.11688175175752491,0.09210497955515051
142,0.2793284093706504,0.07077677881131184,0.29227204819042885
143,0.1850816383059436,0.44779125960397315,0.17917159634746083
144,0.11074635086466933,0.2958580860860094,0.14438926760700277
145,0.14670854411826972,0.21237887514418874,0.27987600109214006
146,0.08699093207420372,0.13155799179972205,0.18358187539728055
147,0.07025515657346904,0.07997041028984653,0.3397283838013565
148,0.04093703937922988,0.22460568069413978,0.18371836251074525
149,0.023702277003231687,0.2819695644510779,0.09451284997403986
150,0.013674077040062071,0.25439515650881606,0.047403202012920365
151,0.00787292027036246,0.15932607549480426,0.0234777517803767
152,0.004527993240455053,0.09752702275310177,0.08072466160958147
153,0.09107449166934722,0.058878185465578436,0.23436365308111629
154,0.05337090808511313,0.03525346910381566,0.1443189364309574
155,0.031017616066450593,0.66061848025789,0.07345017172190083
156,0.0179415990252354,0.4723399035774858,0.11994106288744066
157,0.010350637053082479,0.31495282552630155,0.06063849599750659
158,0.005962798927428903,0.2005642621790482,0.030166979759328694
159,0.24988180755601974,0.12408656495156545,0.01488946724642215
160,0.1523939637888858,0.08393310357102368,0.06706486047319415
161,0.24405534551596852,0.050578126819587954,0.27185742904377397
162,0.1659235993612317,0.03026559615124047,0.1649026563371454
163,0.09913309317281638,0.32382289584334845,0.08451866673185304
164,0.2360014692593697,0.20687650614941866,0.18428918694722796
165,0.14355507360324238,0.12829889039716424,0.09502161969295031
166,0.13899152522769465,0.3479801714519569,0.05687753865122569
167,0.08258006276478469,0.2238803691943323,0.028581973742698774
168,0.048439453944035926,0.14635312261130828,0.06647073888775867
169,0.3253584828894204,0.08953942907753742,0.0499106161495827
170,0.20294946782761902,0.4827181404173173,0.024801763603046867
171,0.1225804337392471,0.3235464277583704,0.012245527131091505
172,0.2070802507038656,0.20692773223246153,0.06997921662816897
173,0.1252624912300161,0.4930416593148199,0.050079733464448495
174,0.07430464934446468,0.3317220404650679,0.02490140157981635
175,0.043577227141024966,0.23082082014697425,0.012302228590000075
176,0.28609454882961105,0.1442322590832581,0.06830131461657696
177,0.17681269155944745,0.088313493798309,0.03414182186699455
178,0.10628227076309626,0.17060794750513508,0.016915275822624087
179,0.3125136421078061,0.10513349362094071,0.4054691121684255
180,0.19467298582035897,0.06627710728934133,0.33148821455773003
181,0.2802222253689808,0.1476166977726423,0.21364703298687737
182,0.18673765593017888,0.09052896503311103,0.1219643753295816
183,0.11265469487302149,0.05482648309999205,0.0619215388245028
184,0.0667927691815019,0.17294155698435631,0.22106562556949783
185,0.1911330235309845,0.10673150832380451,0.3335018729749303
186,0.11551190361925612,0.39155077353940104,0.18083581090418432
187,0.14824794369833916,0.3848256695834289,0.12330215605840777
188,0.2561596335887134,0.4058994587240825,0.27942354373326606
189,0.32748564330797514,0.2663477166244168,0.2177134918879866
190,0.20530426722763706,0.16827479220351726,0.43070808890477896
191,0.2642059874330096,0.4526843204541192,0.33054127994114535
192,0.16288316546531312,0.5214856156753923,0.4358451498209849
193,0.21920166184324041,0.4912355189542914,0.295674335449978
194,0.13363963945592106,0.6381777407621184,0.20521394853848796
195,0.08886098350745819,0.4540594295805068,0.20188920349275863
196,0.05254511223704661,0.5159373755229897,0.391118368643827
197,0.04092424967818742,0.424828759057888,0.368468593161981
198,0.35955870567157366,0.2806665530934278,0.20251938207149056
199,0.22788067049257354,0.1781874819607977,0.10545013739941977
200,0.15005995850857223,0.11034264537329075,0.2526190049595197
201,0.09008256321375319,0.0672966527769493,0.1916062228819938
202,0.09179790907230378,0.3827521754305717,0.2638981363926569
203,0.05439228649774197,0.25764262034407004,0.14009547886493334
204,0.5350243455549377,0.16271632034751082,0.071663479375211
205,0.35914079175003855,0.10046347953728019,0.03597592003270389
206,0.22785062346632645,0.06117645399096905,0.10695031944113254
207,0.13954656793810805,0.03694425503688248,0.1041096214279269
208,0.13987824276092575,0.443840162189288,0.09501397332496164
209,0.08388216127122905,0.295267234552528,0.20679272064785392
210,0.049670767303067076,0.2633046333505531,0.1641280992045805
211,0.07316053839562986,0.3562991903437739,0.08458582924417513
212,0.0432310995053613,0.2311286475251313,0.12942860984035065
213,0.042092518826409964,0.3279425992224245,0.5891648892365129
214,0.024711041901295805,0.27114799712602666,0.4472814323399773
215,0.014454837146857025,0.20655677416520912,0.44157488768524966
216,0.04514153344609362,0.39920366138769015,0.24972588852148614
217,0.026527930906013353,0.26223277513847376,0.30411614450122304
218,0.02579472390674431,0.21551178835666684,0.5553651145114884
219,0.015098969264689455,0.19438659232190536,0.32951537666893993
220,0.00881904247978893,0.12107376298381933,0.17895438624890514
221,0.32694737514590566,0.07416401471862466,0.530078164820156
222,0.2059166045180295,0.31571678879512155,0.33520515283634467
223,0.2063452880154666,0.20753132422906284,0.182421598488539
224,0.5032876535547072,0.12969733591817922,0.09458480953334591
225,0.5950348352971223,0.19267178363640036,0.047838303115528835
226,0.4283938456221158,0.12000096365045021,0.10210033587666578
227,0.2780696297127102,0.07351557291986,0.057776061189814265
228,0.17289500610134512,0.044587857170486855,0.028936660852151963
229,0.327543199302312,0.026880023157787925,0.014384060688101719
230,0.20642461411355484,0.12433526300805786,0.22064502738882263
231,0.2555577735059643,0.07625749176993712,0.11574489431881285
232,0.20963202290388006,0.04628566214030416,0.058894043135747864
233,0.29380872150438253,0.2601402818198376,0.029508831387498935
234,0.18349244243248763,0.16474781631948587,0.014672232897646742
235,0.11142574198831667,0.16876984705366627,0.5192320665963444
236,0.06653103025956741,0.10457075168317442,0.35352558612373897
237,0.0393293284991878,0.5819250888272255,0.1936770309868473
238,0.17114650777528528,0.4061474307941234,0.467750694682345
239,0.3393982485856367,0.4278020588080369,0.2674475302460232
240,0.2146585873831114,0.28366593149615293,0.1578620488938337
241,0.14357448025901254,0.2854814045468097,0.08129372507326249
242,0.08637020993413502,0.18198752030754062,0.30992334844754654
243,0.051284079889414635,0.11311817865287366,0.41086362880750027
244,0.030216913472885465,0.2711693320739589,0.5365707830677096
245,0.017723391108814157,0.17223787222708853,0.3158280731404741
246,0.09952224207070337,0.6283259255005842,0.7813005448677992
247,0.059265781995347266,0.5180671175264688,0.5606239620914495
248,0.03497884946971985,0.7514026744049203,0.5918074292269707
249,0.020536150402962527,0.8113290446820289,0.7168914328251923
250,0.16029795632793165,0.6308797363890988,0.6125239374703064
251,0.09680001460627286,0.44875328816828053,0.37364969094549316
252,0.05760330362442834,0.3038697215868662,0.36804242779735896
253,0.23610898295374938,0.1946277446946698,0.20264400232375201
254,0.14524322056460892,0.1213267987429758,0.49744992915236785
255,0.08738811599483476,0.07437707419649409,0.3348688292598553
256,0.05188628648753879,0.04513246474257282,0.4861997301861165
257,0.2901261554131237,0.02721798239850337,0.2818997738565163
258,0.18097598700669948,0.0163532519981604,0.427120372630051
259,0.1097993105475078,0.13609483189661165,0.46985809196129924
260,0.06551192672868744,0.9292870826708204,0.5521881028659332
261,0.038701405003781275,0.872999835157167,0.3272162157059644
262,0.0227291922461742,0.7085434799038199,0.2981692181114617
263,0.013302633160919841,0.5212339250051652,0.1602553535522372
264,0.007769663475020838,0.6230198302049391,0.42616073994125814
265,0.004532497457433893,0.44165868914180284,0.23963658564310086
266,0.002642127033989694,0.34187599518192957,0.43088540501879524
267,0.0015394758483872062,0.22112426987248623,0.24271458933808432
268,0.0008967392551262332,0.5529222800071494,0.19934730313736626
269,0.0005222455698693507,0.6408961611633186,0.10385008621924474
270,0.00030410416802206797,0.45756439211949274,0.37139604445912633
271,0.00017706087401936355,0.3060276460627037,0.5945745035463146
272,0.04277315427747885,0.5221473426940104,0.491290766172058
273,0.025126436886767967,0.7733531552449286,0.5150778882637639
274,0.014703442935461442,0.6009745953372698,0.5625882418109478
275,0.051759513110962385,0.4954495815157792,0.5359932104981169
276,0.030772592577735458,0.33533243491262665,0.3151590781081426
277,0.018025426224463237,0.21642138296315505,0.17025162213585865
278,0.010529255247512026,0.7932346091892717,0.16875520442262382
279,0.006140312783275204,0.659773857822376,0.8680614069818012
280,0.003577259393245935,0.47461601831327804,0.6315199056173542
281,0.002082784927184833,0.5245665155214649,0.6183692999465994
282,0.4428927103700713,0.358418698969004,0.5411688547820435
283,0.31077656198996473,0.33194461769598227,0.3188401339529623
284,0.6494746780532965,0.36458783342202217,0.1723951309817937
285,0.4564967862949171,0.23710977436474134,0.4418962340835124
286,0.48754683265529974,0.14914297240274987,0.2844907018972791
287,0.32211298289080026,0.09188083451803597,0.3746092935042402
288,0.20233228433552675,0.05588738879631849,0.20646913988358728
289,0.12316785900696658,0.033732012779715714,0.19069790395975705
290,0.07356987018070338,0.020264568196953325,0.19181240716168269
291,0.043451324193360286,0.01213953060258266,0.2594948991565813
292,0.08059485873242012,0.12794126693542274,0.1375541732688239
293,0.04766696157030259,0.07841650801054467,0.39676422449644144
294,0.027986463619632973,0.0475420682733283,0.5855845715706838
295,0.016360666125514345,0.028634089508011273,0.3631190246556465
296,0.009539866789959106,0.017177326133019033,0.22956736310591286
297,0.07638104225813658,0.010279636975698447,0.34417516427370365
298,0.04511377292825902,0.006142713723598869,0.18756854467903805
299,0.026461642208025382,0.003667319019157067,0.2194468402289369
300,0.015457660131417583,0.698593488797782,0.5963313672301798
301,0.04844290468639245,0.5108155634830456,0.36019869313486697
302,0.02842759266165107,0.5851506067888455,0.40312129876773917
303,0.2226471770834546,0.6564985029631294,0.26997891230098026
304,0.13606065194502504,0.47109225388071296,0.27750700660468375
305,0.18220251181383051,0.5176650453921985,0.2291167853018694
306,0.7778678647232833,0.3524406179203482,0.34281559784744453
307,0.5824719665631594,0.5839391575528226,0.36739895095186936
308,0.3976974404080039,0.40700040116550606,0.8300311463895838
309,0.28827488009266933,0.4921014693179774,0.6523563856973278
310,0.1791094790699035,0.3321223812807954,0.40538577840306167
311,0.10822052263463444,0.21375298663495312,0.47002131202536857
312,0.8083268309394913,0.3039176336588172,0.27563233480856375
313,0.7573527242713309,0.19411131430261852,0.21055535853250062
314,0.832339564390407,0.19066689077437382,0.8558940033823751
315,0.7014009057998947,0.39992864955526763,0.8503986431238233
316,0.5039586129790743,0.2992510654321907,0.902017108578713
317,0.3341182690587209,0.19084651417312526,0.6936355751667818
318,0.5609990337495736,0.41870088514866777,0.6179052230476484
319,0.3796111323405422,0.32981547624905594,0.3769044737479952
320,0.24181383262572054,0.41266036204480705,0.20751651228983659
321,0.23884828125425306,0.2715282500207382,0.1905060208474667
322,0.17625127574156674,0.6465257450494019,0.09868102612432561
323,0.1063100066833852,0.807393627773808,0.36027947743509303
324,0.06307238172372398,0.8079813408720519,0.1971397411477266
325,0.5631684416600317,0.6254736816211606,0.1022987783786311
326,0.3811995878738107,0.8919992955442224,0.05165452808307158
327,0.2428042897881646,0.7340298789203996,0.7152871760857151
328,0.6891134464796984,0.5452542812465864,0.5213857927874045
329,0.5526603506761878,0.4247875900897584,0.47480276300512414
330,0.3725078694829119,0.280357150542759,0.7286688821427117
331,0.5811161877170021,0.1777523436372197,0.4731418953628349
332,0.7488387668298679,0.2888319102701776,0.7449653900145891
333,0.550759248922028,0.3776450924627438,0.7563690828067855
334,0.5648913995589353,0.24576396961055713,0.5575023344281471
335,0.38236665993584207,0.15441943907332945,0.42085599506519833
336,0.24345572328778387,0.0949276362689242,0.23527360779530015
337,0.14915127274713424,0.05758086425282272,0.25052283760890426
338,0.7608303910234512,0.3450139752338822,0.13203195160476489
339,0.5631069782269752,0.22890480568995097,0.7722974248748673
340,0.38076284103719216,0.14317768038902545,0.6866199308963823
341,0.2422208422248604,0.08775872364733994,0.4342622695864302
342,0.1482837051389907,0.6208391041381391,0.6847208947181671
343,0.753202246455123,0.793959909543248,0.597480349819868
344,0.554926384443703,0.6088855798583832,0.4754947824828417
345,0.37394119258206404,0.7822934967880413,0.2859283112049509
346,0.3816169522329438,0.5958144379246246,0.18949609891078711
347,0.24270776805688954,0.4162064453481752,0.0979582901100049
348,0.148523599822184,0.8108405869481072,0.22720964718206238
349,0.8088205593080151,0.6281116110244795,0.22520498896526941
350,0.7741672885487807,0.44431127735171083,0.11765861100198782
351,0.5769705055138712,0.46390779815255745,0.6714076269681228
352,0.39187317841342195,0.30944559004716343,0.48365726965552336
353,0.9605788833202042,0.1973822613076911,0.2768924693990109
354,0.845722443386225,0.12239785815987925,0.43594619649827016
355,0.8103191322130031,0.0745924012261091,0.6151079551333514
356,0.838022437672431,0.5163008433989005,0.45761823154955583
357,0.6549114885042078,0.6862722916143742,0.27551193219278713
358,0.5656844960301997,0.5655417550480268,0.1461747959455456
359,0.5077703269849415,0.668065714229158,0.0745550963667011
360,0.7761325660198879,0.4803441997968272,0.7494645513726501
361,0.5787957124928849,0.3448608450777497,0.49264452295357597
362,0.3931357326119358,0.8390905452138814,0.2829519367365594
363,0.250595145949032,0.6618019257729046,0.4359833708917894
364,0.2119017071637349,0.8770017507609535,0.4912409393717396
365,0.5856620520527881,0.9506916959916508,0.49839992356287466
366,0.398755396700778,0.9671751643593017,0.4880066724426301
367,0.25452913022684465,0.8682447927998604,0.599961651925488
368,0.8345014411922371,0.6994879492198232,0.3895409848599455
369,0.6459705662077144,0.9763647043060644,0.5413017710783068
370,0.4508362866328548,0.8915128038146023,0.3173736301582113
371,0.8773252089673323,0.904885837065927,0.17058344530236647
372,0.800853966410778,0.8507882954124826,0.12831790761381545
373,0.6059150819327574,0.8048963517255197,0.23404540407002605
374,0.4156694748392957,0.6214582912876596,0.24239497674733645
375,0.2665399264105468,0.6930914029671325,0.12710711713127054
376,0.3146359656018982,0.5035269509935094,0.19689976915091711
377,0.20051203231958425,0.3397031388149432,0.1018047130322175
378,0.12109030678277422,0.21808937373265735,0.4114886377529092
379,0.48407601075841966,0.1356735012079594,0.22860397106731278
380,0.3172568715020453,0.08277890078927841,0.5523472011451329
381,0.5430832362075062,0.06677440440184435,0.3826891201676069
382,0.36338695275358945,0.040121453346393166,0.3946388642725527
383,0.22921552842735704,0.023969250726125213,0.35059816842597447
384,0.13935868672950136,0.014270350479911098,0.3216067600639553
385,0.08286857319083185,0.6413518574243655,0.19970495244252173
386,0.3450986878182146,0.45523186563479834,0.32095485051157324
387,0.21645543810651446,0.3021543502833204,0.23962444493584867
388,0.34162767549070205,0.19189728845243093,0.27234455828055826
389,0.21402963111365136,0.11854253313111984,0.14404641911617533
390,0.12955709870656384,0.07199449186637985,0.07326608191689865
391,0.07682133851938522,0.63193559255899,0.5773663894109068
392,0.04499911151475988,0.44665248178780326,0.3437801656042164
393,0.11562539596384835,0.3470305306651159,0.29688147767857165
394,0.2968206650442561,0.43569541962315406,0.15824048257000356
395,0.5579134806013575,0.660080562725391,0.22843365591869558
396,0.375000778312195,0.6660145526340673,0.11910022380589336
397,0.5804581475342565,0.6456415142519083,0.2899971781938503
398,0.3935007087880972,0.45879461412497957,0.1541812437990796
399,0.25012978496916427,0.8647880999666939,0.5391142022538888
400,0.15269008610197599,0.8675116689161231,0.3988481670898002
401,0.09095555897559726,0.697569584369734,0.22023903663205602
402,0.06491830082386352,0.5071343716988961,0.18913524841324736
403,0.03788785976511522,0.3419996829085026,0.31479656827173397
404,0.5295449295134071,0.4306100434796354,0.16869580157307562
405,0.35197969698951936,0.2833153170295555,0.086335425399794
406,0.22086906936826056,0.17882677956223936,0.12776311856662415
407,0.13373415368862984,0.48225909514358567,0.13171875073212502
408,0.12264688364369936,0.32245461031306655,0.44757496667517316
409,0.2821323970239268,0.20561420913159,0.5137782645470961
410,0.2614163828203834,0.12724681023413087,0.4374708244220906
411,0.7034933601798075,0.07731535135426393,0.26973144512583713
412,0.5029084942200177,0.11841660727094527,0.18673731645814473
413,0.3801006902625699,0.2124723538358122,0.2110528974432666
414,0.39181835151647937,0.13167489619174955,0.10933226759805414
415,0.24862056196735938,0.08006431613089582,0.4034139866483777
416,0.15150646169477855,0.8110248698204491,0.46575019560767106
417,0.2168622437380281,0.6264321154741791,0.6154822015144588
418,0.1310536975400025,0.4411487353541891,0.41313966713285466
419,0.07754599935679418,0.2909489205092749,0.22913211706312053
420,0.04531819146714455,0.38090270890341826,0.19613687903634391
421,0.026292302928344835,0.34763361247182945,0.10110813267756769
422,0.14985978556383395,0.42399323863119653,0.10259008337437403
423,0.08904124895973908,0.2781039969514608,0.2190080550498782
424,0.05215420235856927,0.17510140741818914,0.3782721810344418
425,0.03029370833896139,0.10747421945569668,0.4229513948942393
426,0.01751033020758075,0.23835732554253386,0.2912332091348455
427,0.010092444580593218,0.3354757252274003,0.15465258908132207
428,0.005807227302782714,0.21443271584742962,0.07872368434176658
429,0.0033381525588342953,0.20659816706527145,0.07515739321310788
430,0.0019176887192752234,0.12772623401876204,0.22178673477208677
431,0.0011012408667349094,0.07751601546013331,0.11517172032019629
432,0.0006322299441897661,0.04652039459460522,0.05795900808010945
433,0.4812325224186801,0.027731968150625952,0.43631732240725074
434,0.31383427442357936,0.016465489078791973,0.38181661785019794
435,0.30923621255158495,0.009752702260807156,0.20915889790800646
436,0.19125885013681465,0.005768299636573326,0.10817145284784746
437,0.11466710881290443,0.003408709694466938,0.1392382430008452
438,0.06748612880237526,0.5361150056387984,0.07372648358505873
439,0.20257879892669017,0.6137569282452375,0.3070084031584849
440,0.26486390080428535,0.4295883428245797,0.16380170903597924
441,0.16178865942142584,0.2820015172567094,0.08355812010414432
442,0.31331474651087077,0.17756633010947231,0.05708758901455735
443,0.654341310464883,0.14606740281665154,0.5968392500130482
444,0.5043883990710349,0.1491681286867027,0.7512095658572323
445,0.33135386031137837,0.2949651625715114,0.5441764719612854
446,0.20608127935319598,0.18632917386486836,0.31829029419760113
447,0.36703184687914103,0.17361374299892718,0.3296037609552609
448,0.23062524305353005,0.643541693324589,0.6469500412278979
449,0.13954013592134762,0.4558318601677519,0.3981285927855792
450,0.08253814699463946,0.3015790863437484,0.34974487428271417
451,0.04817499353543775,0.1908048053082232,0.4026223528443861
452,0.027900582741345326,0.7859205548663374,0.2565300288920864
453,0.016085838521862295,0.5971228914001007,0.13457859925194005
454,0.009249833643304006,0.41502305613014157,0.1557494392456078
455,0.005310777486954299,0.2711002636127259,0.15895419973358038
456,0.7600058762086527,0.17013086755124773,0.516745604692018
457,0.5585423070990884,0.10414412458244526,0.41432686112819983
458,0.3740315931587622,0.09160956815762589,0.367560670160468
459,0.23537478237244114,0.055082740393904484,0.2001946216885524
460,0.2902703075012327,0.4029460590256687,0.24935408267830073
461,0.1783199464762979,0.26222445961395724,0.13050378173284205
462,0.10640190310369713,0.1641622091550785,0.1329049021324663
463,0.062403705636582485,0.10380267909016117,0.06716622510456016
464,0.036232348997847996,0.2187644634805359,0.14141678375012845
465,0.020914317166639718,0.135464580463885,0.16008190601553218
466,0.012031538365783079,0.08224489105370314,0.08153784187156166
467,0.2302638676433303,0.08198607539839908,0.18467466626158302
468,0.46835242218221296,0.7644741162495481,0.09475063935305705
469,0.43273266996410464,0.7993020015576959,0.44870124268916367
470,0.2772034330604364,0.6886940911564252,0.3116377188510888
471,0.16962666751354794,0.6230216819368968,0.1664675849020596
472,0.10096283814688822,0.437393415354436,0.09719327446156956
473,0.08039163969337026,0.2875969218411031,0.26560610785499483
474,0.30812835902380287,0.18121508012881793,0.13974836620516995
475,0.19014375319448884,0.809139063183515,0.1147470499235963
476,0.11374120198103033,0.814002168620795,0.13675747923189263
477,0.06679489932434945,0.6290586847008243,0.0692026817152831
478,0.038805426409201926,0.6095655550698875,0.12282633473317939
479,0.022404463911360084,0.42565631548182103,0.18699526354731344
480,0.012888943812531362,0.41157927327516264,0.4502649922332488
481,0.007399544398126956,0.2685241738849298,0.5849808406555984
482,0.14167058960440126,0.5826691230452548,0.6328183584245206
483,0.1762740806587887,0.5154129652677522,0.5226836569734048
